District,Crop,Soil Type,Rainfall_mm,Temperature_C,Soil_pH,Humidity_%
Kodagu,Coffee,Red Sandy Loam,1965,19.201719163735405,5.988086501341109,74
Dharwad,Maize,Laterite,1187,29.99075861747705,6.579220035227558,73
Shimoga,Coconut,Laterite,2283,24.259850576287157,6.320853304694664,78
Mysore,Sugarcane,Red Loamy,1090,25.231903922219654,7.061192985332783,68
Dharwad,Maize,Laterite,845,28.18518880665192,6.087606702450465,62
Raichur,Paddy,Black Soil,1304,31.94352984897469,6.91665694353249,82
Belagavi,Maize,Laterite,986,29.8330713401418,6.270418410402244,57
Gulbarga,Jowar,Black Soil,703,25.530231903175178,7.284450290545718,64
Gulbarga,Pulses,Red Sandy Loam,850,25.582416500369842,6.099019422895158,71
Mysore,Paddy,Black Soil,1206,25.733184876121562,6.0341345106321205,77
Udupi,Arecanut,Laterite,2396,23.024141669133325,6.255187274248261,82
Bellary,Cotton,Black Soil,964,27.048212470758543,6.452137367697838,64
Mandya,Sugarcane,Red Loamy,1069,30.684761308861844,6.027299388226579,78
Hassan,Coffee,Red Sandy Loam,1576,18.25651617187337,5.068371480617274,79
Chikkamagalur,Arecanut,Laterite,1337,26.176588569098666,5.830908583078026,73
Dharwad,Paddy,Black Soil,1410,32.39201360116513,5.720195346065574,67
Koppal,Pulses,Red Sandy Loam,928,27.01564153320634,6.361799679863056,69
Koppal,Pulses,Red Sandy Loam,745,25.942463748405945,6.924882443267692,70
Gulbarga,Cotton,Black Soil,671,31.13457426631257,6.6179395198436985,50
Mysore,Sugarcane,Red Loamy,1283,25.886688415198968,6.691905799728407,72
Mandya,Paddy,Black Soil,998,32.5919949101265,6.545026050272652,84
Gulbarga,Cotton,Black Soil,849,31.107484949543096,7.073775023290216,66
Bellary,Maize,Laterite,1182,22.361837047361718,6.001872743919169,60
Dharwad,Cotton,Black Soil,818,26.795282924936668,6.186748347401922,69
Kodagu,Coffee,Red Sandy Loam,1611,20.39292905289566,6.137637088561313,72
Dharwad,Maize,Laterite,944,28.434248748497385,6.537009085682556,56
Shimoga,Arecanut,Laterite,2236,26.49404362035512,6.160353328542684,82
Chikkamagalur,Coffee,Red Sandy Loam,1651,24.322261882982733,5.433225088576433,75
Bidar,Oilseeds,Black Soil,874,28.42769177539948,6.9611038749705365,63
Mysore,Sugarcane,Red Loamy,921,28.58204186627884,7.3019456549042285,72
Raichur,Paddy,Black Soil,1020,24.603976153737165,6.1324295468832775,70
Gulbarga,Jowar,Black Soil,897,30.70050187741059,6.545737561196581,64
Shimoga,Paddy,Black Soil,864,31.64978190398636,6.993986576419157,66
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Chikkamagalur,Coffee,Red Sandy Loam,2220,18.038398598538965,5.763670538733319,75
Kodagu,Coffee,Red Sandy Loam,2338,22.036615743142406,6.374702522999085,73
Mysore,Sugarcane,Red Loamy,1262,25.186413878461977,7.283004195453472,68
Tumkur,Pulses,Red Sandy Loam,605,26.86350115109495,6.209758515011335,58
Chikkamagalur,Arecanut,Laterite,2097,28.092332384608873,6.1962305935241435,74
Bellary,Pulses,Red Sandy Loam,737,30.7083262128535,6.005879569342451,73
